anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.39,52.0,133966.0
2014,46,0.3,41.0,134613.0
2014,47,0.47,67.0,142639.0
2014,48,0.59,72.0,121109.0
2014,49,0.58,70.0,120763.0
2014,50,0.72,108.0,150933.0
2014,51,1.12,144.0,128331.0
2014,52,1.12,144.0,128331.0
2015,01,3.47,441.0,127065.0
2015,02,5.04,757.0,150295.0
2015,03,7.23,1189.0,164495.0
2015,04,7.23,1189.0,164495.0
2015,05,5.62,862.0,153374.0
2015,06,4.6,710.0,154340.0
2015,07,3.74,564.0,150908.0
2015,08,3.29,495.0,150334.0
